Place,Latitude,Longitude
Portions,48.9240467,6.8036592
Continent,18.4452798,-73.3071685
Russia,64.6863136,97.7453061
Gansu,38.0000001,101.9999999
Madanjeet,12.03100225,79.85861077095318
Drang-drung,33.75853275,76.28802232629147
Salwar,31.496933955202884,74.32358403166305
Toronto,43.6534817,-79.3839347
Karsha,25.6566368,56.2672142
G.S. Rawat,-6.2948552499999995,106.79560534897317
New Delhi,28.64308585,77.21926705734865
London,51.5074456,-0.1277653
Hoshiarpur,31.60929415,75.84597544153354
Igu,-25.5930616,-54.49060873125
Himalaya,27.985688,86.9163367
pp.,28.5143487,80.1512946
Tsetan,34.1748622,77.5814094
Matho,9.1636675,126.1734831
Tshogs,29.3785779,88.0033299
Ribbach,50.12994031181079,6.136717208672207
Sengge,28.1923173,91.0089402
Buddhist Villages,22.205131450000003,114.02610866212174
Leh,34.1642029,77.5848133
Skara,58.3846075,13.4397675
Shayok,34.1780836,78.1399135
Ven,48.2083537,16.3725042
Keylang,32.5713398,77.0345199
Rome,41.8933203,12.4829321
India,22.3511148,78.6677428
Dresden,51.0493286,13.7381437
Pakistan,30.3308401,71.247499
Seabuckthorn,47.5557681,101.1144426
Mulbekh,34.3794737,76.3689346
Bihar,25.6440845,85.906508
Jamal,25.0790838,80.61603383882289
Sonamarg,34.302387,75.2965551
Abidjan,5.320357,-4.016107
Chuk,-1.9575377,30.061119804866657
Bakula,4.5957429,18.9915008
Maharaja,19.09013755,72.86382231092827
Inde­,22.3511148,78.6677428
Arghon,30.03740935,31.243388850000002
Younghusband,-34.8680494,139.4689948
Kashgar,39.4665981,75.9900135
New York,40.7127281,-74.0060152
Lahul,32.539182499999995,77.19833433579925
Osmaston,52.9917573,-1.7034403
Kuala Lumpur Madras M,3.1429316,101.6973694
Hindus­,52.3488629,20.94646
DC,4.2834715,-74.17536060737828
Karakash,37.2714124,79.7377057
Smith,32.3402898,-95.2563971
Patseo,32.75711,77.25998
Shingo,40.4655556,141.1735318
Shey,34.0713377,77.6397177
Sakyamuni,39.56526435,113.18199285
Hervey,46.8534546,-72.4678121
Tilonia,26.6550507,74.9387735
Rudok,33.4160651,79.6433118
Aurangzeb,32.6754815,71.0564976
Hodge,34.8155403,-117.1933779
Francois,46.3728781,-0.3458596
mod­,22.807844799999998,74.51877868425242
Deasy,54.749341061417894,-126.10017306964025
kurta,11.7569,9.11372
Losar,34.7057923,74.6509942
Sera,29.69785245,91.13289616420656
Padum,33.4691405,76.8781759
rayana,30.6331824,78.7227211
France,46.603354,1.8883335
Naropa,40.01407945,-105.26695943762093
New Temple,53.6788914,-2.5503033
Carovana,43.719686249999995,10.400398048187082
Chushot,34.0753403,77.6025178
Oliveira,-20.6971953,-44.8273969
Mongolia,46.8250388,103.8499736
Lahore,31.5656822,74.3141829
Lt.-Gen,38.3583121,-81.64424219328289
Kushan,36.0579761,59.1428692
chomos,11.2542813,-85.8715603
Tegur,15.5474225,74.8375382
Suru,59.42139875,25.772885104214925
Siliguri,26.7164127,88.4309916
Nestorian,35.12525515,33.93869138112146
Chuba,23.0131338,-80.8328748
Lucknow,26.8381,80.9346001
Filippi,45.3134565,13.7494853
Dharamsala,32.2143039,76.3196717
Kanji,34.2318874,76.6056774
Cambridge,52.2055314,0.1186637
Gemur,32.6118243,77.146495
north­,13.45911,-2.2496367403016495
Utpala,27.7244291,85.3623216
Sarchu,32.8155072,77.5325542
Norbu,32.1600647,77.3824
Kash­,42.78259315,-71.51763052967607
Yarkand,38.3446426,77.033982
Kailash,27.6098398,84.9529717935093
Parkachik,34.0902009,75.9912068
Hedin,48.931871,6.1260474
Zangla,33.6585872,76.9914578
Britain,54.3151594,-1.9181532111487878
England,52.5310214,-1.2649062
the Republic of India,26.4388713,84.394069
Indus,33.940340716090155,72.34765680910543
Bhutan,27.549511,90.5119273
Winter Route,42.695843218277425,-73.66657935657992
Kingdom,54.7023545,-3.2765753
Pashmina,59.324775,18.068465
Almeida,40.7260772,-6.9065743
Tigur,0.1811452,110.9610344
Transhim,56.261405800000006,43.65820163156665
Irby,47.3593127,-118.8511133
Thibet,31.669202499999997,87.47322500528882
Rangdum,34.0361946,76.3719955
Mount Kailash,31.0678394,81.3119303
Jotunheim,58.8314059,14.4187328
Schlagintweit,35.1220909,74.5319757
preten­,53.3216924,10.9065304
Ladakhi,32.3996631,77.0752333
Karakoram,35.5331288,76.44557211396196
Trags-,-33.23510422783631,151.56548813190614
Darcha,32.6740862,77.2159472
Kulu,39.0370572,33.028629
Ladak,34.0242098,77.2036739
Tibet,31.669202499999997,87.47322500528882
Lingshed,33.9038386,76.8246514
Stok,34.0649307,77.5479632
Harrods,51.4992104,-0.16298931529660202
Compassion,43.3040606,5.4112246
Chong,7.033333,10.766667
Iran,32.6475314,54.5643516
Potala,29.657567550000003,91.11701878315219
mo-mo,51.0661133,13.7539032
Norman,35.2225717,-97.4394816
Tingmosgang,34.3244398,76.98914
Migratory,51.3500757,-80.44908634666473
"San 
Francisco",37.7792588,-122.4193286
Palchan,32.3095152,77.1758334
south-east,-24.62994925,26.045475779882622
Aligarh,27.8761073,78.13581531245276
Athens,33.9597677,-83.376398
Ceylon,43.5335672,-94.6316462
